country;indicator;name;year;value
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2010;0.4003
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2011;0.3935
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2012;0.3878
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2013;0.3898
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2014;0.3889
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2015;0.3824
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2016;0.3768
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2017;0.3737
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2018;0.3691
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2019;0.3611
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.3575
Africa;"shweal_p99p100_z_QB
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2021;0.3614
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1998;-0.0098
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1999;-0.0082
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2000;-0.0058
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2001;-0.005
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2002;-0.0039
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2003;0.0002
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2004;0.007
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2005;0.0069
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2006;0.0051
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2007;0
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2008;-0.0046
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2009;-0.0045
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2010;-0.0026
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2011;-0.0011
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2012;0.0008
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2013;0.0026
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2014;0.0044
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2015;0.0044
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2016;0.0049
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2017;0.0049
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2018;0.0048
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2019;0.0058
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2020;0.006
Africa (at market exchange rate);"shweal_p0p50_z_QB-MER
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2021;0.0064
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.8878
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.8848
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.8824
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.8819
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.8702
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.8466
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.7955
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.7952
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.7958
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.8027
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.7977
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.7967
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.7955
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.794
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.7924
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.7899
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.786
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.7862
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.7869
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.7861
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.7866
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.7816
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.7795
Africa (at market exchange rate);"shweal_p90p100_z_QB-MER
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.7787
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1998;0.6532
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1999;0.6533
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2000;0.6443
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2001;0.6481
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2002;0.6151
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2003;0.5667
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2004;0.4623
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2005;0.4627
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2006;0.4627
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2007;0.4704
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2008;0.4556
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2009;0.4512
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2010;0.4611
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2011;0.4589
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2012;0.4583
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2013;0.4568
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2014;0.4529
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2015;0.4528
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2016;0.4551
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2017;0.4594
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2018;0.4562
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2019;0.451
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.4505
Africa (at market exchange rate);"shweal_p99p100_z_QB-MER
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2021;0.452
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1998;0.0513
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1999;0.0513
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2000;0.0513
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2001;0.0513
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2002;0.0511
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2003;0.0512
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2004;0.0513
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2005;0.0513
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2006;0.0513
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2007;0.0514
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2008;0.0512
Albania;"shweal_p0p50_z_AL
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2009;0.0513
