country;var_name;var_name_short;year;top10
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4101
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4101
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4101
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4101
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4101
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.3317
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.3319
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.3295
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.3327
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.3364
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.3373
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.3338
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.3312
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.3292
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.3211
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.3307
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.3279
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.3271
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.3309
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.33
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3464
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3554
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.3523
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.3578
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3545
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.3503
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.3449
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.3433
Albania;"sptinc_p90p100_z_AL
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.3436
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4193
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4163
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4134
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.4104
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.4075
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4045
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4016
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.3986
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.3956
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.3927
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.3897
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.3867
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.3838
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.3808
Algeria;"sptinc_p90p100_z_DZ
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.3808
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.5803
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.5803
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.5803
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5695
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5587
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.5478
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.5369
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.526
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.5151
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.5041
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.4932
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.5019
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.5106
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.5193
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.528
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.5367
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.5454
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.5541
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.5628
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5714
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.5801
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.5801
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.5801
Angola;"sptinc_p90p100_z_AO
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.5801
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4916
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4916
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4916
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5054
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5158
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4799
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4624
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.4464
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4349
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.4531
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.4544
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.4239
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.4363
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.4205
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.3905
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.4013
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.4135
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4324
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.4529
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4641
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4685
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4727
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4727
Argentina;"sptinc_p90p100_z_AR
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4727
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4485
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4417
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4309
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.4231
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.4291
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.4255
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.4567
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.45
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.3777
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.3841
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.3696
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.3637
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.3912
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.3729
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.377
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3799
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3916
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4056
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.3983
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.435
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4374
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.396
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.396
Armenia;"sptinc_p90p100_z_AM
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.396
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.2896
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.3015
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.3071
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.2933
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.3016
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.3029
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.3066
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.3119
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.3256
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.3151
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.2977
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.3119
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.3137
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.3059
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.3182
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3293
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3271
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.3288
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.325
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3356
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.3254
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.326
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.326
Australia;"sptinc_p90p100_z_AU
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.326
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.3488
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.3356
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.3491
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.3425
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.3483
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.3614
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.3414
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.3549
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.3748
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.353
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.3553
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.3424
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.3472
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.3386
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.3189
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3212
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3408
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.3331
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.3417
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3338
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.3343
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.3311
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.346
Austria;"sptinc_p90p100_z_AT
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.3445
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.4359
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.4394
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.4365
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.4363
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.3805
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.3745
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.3834
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.3916
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.4293
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.4382
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.3887
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.3858
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.38
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.385
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.3908
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.3865
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.3865
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.3814
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.3737
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.3822
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.3822
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.3822
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.3822
Azerbaijan;"sptinc_p90p100_z_AZ
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.3822
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.5525
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.5525
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.5525
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5646
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5642
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.565
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.5569
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.5527
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.5496
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.5623
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.5566
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.5426
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.5426
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.5355
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.5249
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.535
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.5308
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.5283
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.5276
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5311
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.5269
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.5179
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.5331
Bahamas;"sptinc_p90p100_z_BS
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.5331
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.5383
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.5368
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.5352
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5336
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.532
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.5304
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.5288
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.5271
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.5299
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.5326
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.5355
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.5384
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.5414
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.5444
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.5475
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.5507
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.5539
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.5572
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.5572
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.5572
Bahrain;"sptinc_p90p100_z_BH
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.5572
